id,WinTeam,cwinrate1,cwinrate2,cwinrate3,cwinrate4,cwinrate5,ckda1,ckda2,ckda3,ckda4,ckda5,cdf1,cdf2,cdf3,cdf4,cdf5,cwinrate6,cwinrate7,cwinrate8,cwinrate9,cwinrate10,ckda6,ckda7,ckda8,ckda9,ckda10,cdf6,cdf7,cdf8,cdf9,cdf10,cwinratedif,ckdadif,cdfdif
1087097505.0,1.0,0.5010989010989011,0.5110132158590308,0.5,0.58125,0.6410256410256411,1.9750511770726715,1.7426717924074964,2.0,2.264705882352941,2.5558375634517767,3713.0,1010.0,17.0,1456.0,416.0,0.5298701298701298,0.4907834101382488,0.4578947368421052,0.5738636363636364,0.5735294117647058,1.996435272045028,1.752200488997555,1.529783393501805,2.880181347150259,2.002859477124183,5292.0,2063.0,99.0,2131.0,1231.0,0.0216892866009493,0.075361287293211,-840.7999999999997
1087097595.0,1.0,0.4753086419753086,0.4680851063829787,0.4705882352941176,0.5,0.4280442804428044,1.9818569903948773,2.0893098782138027,1.3546679499518768,1.6715976331360949,1.604008667388949,903.0,871.0,-302.0,58.0,384.0,0.5229357798165137,0.5756302521008403,0.4701986754966887,0.58,0.6546762589928058,1.6765714285714286,2.149655172413793,1.7725185446838574,1.453061224489796,1.880225988700565,309.0,1884.0,1543.0,-138.0,673.0,-0.0922829404623277,-0.0461182479547677,-471.4
1087097870.0,0.0,0.6923076923076923,0.4923076923076923,0.3703703703703703,0.5882352941176471,0.7,2.818840579710145,1.4961715160796325,1.4282051282051282,2.570866141732284,2.9113475177304964,1274.0,-10.0,-28.0,272.0,398.0,0.5714285714285714,0.5643564356435643,0.5702479338842975,0.5407407407407407,0.5666666666666667,1.2894144144144144,1.3714896214896215,1.1612021857923498,1.8687002652519893,1.3733108108108107,-374.0,-421.0,-620.0,834.0,-75.0,0.0059561401479122,0.8322627171396999,512.4
1087097896.0,0.0,0.5319148936170213,0.5844504021447721,0.553763440860215,0.5370370370370371,0.5530085959885387,2.452542372881356,2.236888731396173,1.8610223642172523,1.8080952380952384,1.6740240788033565,1686.0,4159.0,1130.0,647.0,954.0,0.5096153846153846,0.4258064516129032,0.5071090047393365,0.5364705882352941,0.5228136882129277,1.110381488430269,1.1223799864773496,1.8437676254935136,1.8189939527212755,1.7730174318684018,-1246.0,-1117.0,1219.0,2321.0,2224.0,0.0516718504463477,0.4728064600805128,1035.0
1087097913.0,0.0,0.5759493670886076,0.5142857142857142,0.3723404255319149,0.6211538461538462,0.5054347826086957,2.4721984602224123,1.853125,0.7774274905422447,2.2338028169014086,1.9375459221160911,4546.0,113.0,-1146.0,6252.0,1191.0,0.5026178010471204,0.5451505016722408,0.5423728813559322,0.4861111111111111,0.6688741721854304,2.4967438494934875,2.012617516081148,2.140845070422535,1.5220465890183028,2.790627687016337,5510.0,2072.0,910.0,53.0,3002.0,-0.0311924663406112,-0.3377562044499309,-118.20000000000029
1087097992.0,0.0,0.5026455026455027,0.3703703703703703,0.5,0.5736842105263158,0.5095541401273885,2.078518283995568,1.5278551532033426,1.6153846153846154,1.049625468164794,1.4226415094339622,7309.0,20.0,6.0,-1443.0,-205.0,0.6666666666666666,0.4285714285714285,0.4879852125693161,0.5333333333333333,0.4324324324324324,2.260174418604651,0.9010416666666666,1.257200402819738,1.521489971346705,0.7968299711815562,523.0,-115.0,-2411.0,15.0,-976.0,-0.0185469699807198,0.1914577199125926,1730.2
1087098010.0,0.0,0.6413043478260869,0.5555555555555556,0.3939393939393939,0.4916666666666666,0.6086956521739131,1.4322147651006711,2.308333333333333,1.9075829383886256,1.2373905794080866,2.15625,-101.0,97.0,172.0,-1260.0,231.0,0.4358974358974359,0.40625,0.5769230769230769,0.4482758620689655,0.3991031390134529,3.452513966480447,1.137458193979933,1.104602510460251,1.4069940476190477,1.1978326612903225,699.0,-1084.0,-189.0,-250.0,-1199.0,0.0849424204517369,0.1484740472801426,232.40000000000003
1087098097.0,1.0,0.5116851168511685,0.5703125,0.5833333333333334,0.6206896551724138,0.5671641791044776,2.0152322404371583,1.6671455938697315,1.9230769230769231,2.081,1.5518417462482947,7543.0,349.0,550.0,581.0,152.0,0.5454545454545454,0.5845070422535211,0.4047619047619047,0.5341278439869989,0.4411764705882353,1.9955595026642985,1.6233128834355828,1.4430051813471505,1.4073078139829167,1.4575098814229248,558.0,1005.0,-88.0,-1758.0,-43.0,0.0686313954832376,0.2623202481558471,1900.2
1087098179.0,1.0,0.5607476635514018,0.4673913043478261,0.4774436090225564,0.4864864864864865,0.509090909090909,2.3881932021466907,2.5383663366336635,1.6523058252427183,2.1754966887417218,1.6964285714285714,993.0,3356.0,753.0,204.0,154.0,0.5578947368421052,0.5346153846153846,0.5952380952380952,0.5483870967741935,0.4469696969696969,1.220462850182704,2.0331095514189808,1.9460431654676256,1.29375,1.3047413793103448,-459.0,3494.0,620.0,-132.0,-453.0,-0.036389007588059,0.5305367355627424,478.0
1087098456.0,0.0,0.5841269841269842,0.5055679287305123,0.4827586206896552,0.5244589386302995,0.6,2.144416873449132,1.7567863997806417,1.3935860058309038,1.3602448052186022,0.4084507042253521,2597.0,1873.0,-73.0,-7627.0,-155.0,0.5526315789473685,0.4666666666666667,0.5204918032786885,0.4277777777777777,0.4736842105263157,2.0280898876404496,0.5894039735099338,2.842267248012311,1.1265756302521008,1.4049429657794676,564.0,-275.0,10467.0,-1422.0,-50.0,0.0511320869961268,-0.1855589833379263,-2533.8
1087098627.0,1.0,0.5476190476190477,0.5256410256410257,0.5,0.4854368932038835,0.464968152866242,1.4192546583850931,1.85335797905114,1.9642857142857144,0.8764897074756229,1.246465888137677,-52.0,1147.0,65.0,-1151.0,-825.0,0.5660377358490566,0.5674157303370787,0.5176470588235295,0.5414507772020726,0.5588235294117647,1.6042993630573248,1.5730897009966778,1.4367816091954022,2.3545392022008254,2.0028901734104045,262.0,264.0,-88.0,4970.0,522.0,-0.0455419424586605,-0.3223492203050775,-1349.2
1087098956.0,1.0,0.6571428571428571,0.5106382978723404,0.5388026607538803,0.6043956043956044,0.5185185185185185,2.9417670682730925,1.388632326820604,1.7992004361257496,2.1717428087986463,1.2315668202764978,718.0,-627.0,3293.0,794.0,-233.0,0.6190476190476191,0.631578947368421,0.5658914728682171,0.5671641791044776,0.4919786096256685,1.8759512937595129,2.6858736059479558,1.2955974842767295,1.9,1.4931662870159452,494.0,638.0,-390.0,352.0,-48.0,-0.0092325778662404,0.0564641578588893,579.8
1087099091.0,0.0,0.6486486486486487,0.35,0.4615384615384615,0.625,0.624113475177305,1.218503937007874,1.8309796999117387,1.6719745222929936,2.1736453201970445,2.590742438130156,-143.0,750.0,162.0,547.0,2380.0,0.36,0.5167785234899329,0.5357142857142857,0.4117647058823529,0.4952380952380952,1.782258064516129,1.800272975432211,2.7087418300653594,1.405693950177936,2.095044378698225,350.0,660.0,2959.0,-212.0,1609.0,0.0779609950079497,-0.0612330562700107,-334.0
